,text,topic
2380,"My sister had raved about this book so I made it a point to buy it when a discounted price became available.  Hawkins writes well and her story is quite good but I have never met a bunch of less likeable characters.  Perhaps, as a very literal person, I missed her point if Hawkins intended to portray everyone so negatively, but I like at least one person to root for in a book.  The central character was incredibly weak and seemingly proud of her inablity to pull herself out of her neediness and addicton.  The other characters were angry, selfish, violent, and/or not terribly bright.I will credit Hawkins with keeping the ending fairly opaque until near the end but this is not a book I particularly enjoyed.  Plus now I have to fib to my sister.",book
1414,"I bought this book on Monday and finished it on Thursday...it was that thrilling. I didn't love this book, though, and now I feel like I need to read something light and fluffy. It's very dark with little warmth or humor to balance the sinister. Everyone who's compared this book to a Gillian Flynn book is right...the books have that same dark feeling. The story itself is all right, but at the end I badly wanted to know a little more about what happened to the characters.This would be a good book to take to the beach-it's an easy read. I bought the Audible version at a reduced price and the narrators are great.",book
3079,This book kept me up late at night because I had to know what happened next. The story was told from three different characters' points of view and from two different points in time.  There were lots of twists and turns and nothing was what you would expect.  I highly recommend this book.,book
3253,"I got this because the movie was coming out, knowing nothing about it. Paula Hawkins really knows how to hit you right in the feels. I was feeling Rachel's anxiety throughout that whole book. Amazing character development. Read in a few sittings. Highly recommend.",book
148,Actually liked the movie better.  I think movie did a better job of explaining how rachel didn't remember the past because of all the lies she was told.,book
4957,"It is not the great novel I expected. Honetsly quite deceiving. Poor litterature and quite predictable in the end. I finshed the book though! It is true that catches you in a way you really want to know what will happens next. So in the end, I gave it 3 starts",book
4019,So many people living a lie. The characters drawn into the story and the twist each character adds to the story. I had an idea as to how it would end but the storyline. Kept me from being sure until the end,book
2773,"I wasn't going to read this after reading the reviews, but something about the plot just piqued my interest and I gave in. So glad I did! This book kept me on my toes and guessing up until the last minute, I loved it. Readers really have to pay attention however because there are many different perspectives to follow. The overall story may be a teenie bit cliche but it's so brilliantly told that it doesn't even matter. I recommend this incredibly engaging book, you won't regret it.",book
3416,"This book is an excellent, impossible-to-put-down read. The story line is compelling, the main character frustrating yet relatable, and throughout it all an intense mystery that keeps the reader on their toes. It is definitely meant for adults, but I highly recommend it!",book
2644,"This novel was slow-going at first. The characters were all flawed. However, the story soon turned into a ""page turner"" and I was determined to reach the end as soon as possible. Who hasn't peered into the windows of strangers and imagined what their lives might be like? I enjoyed the book very much. I did not give it 5 stars because of the ""slow"" start and the fact that there really weren't any heroes/heroines in this tale.",book
2754,"I'm still not sure how this book got onto ANY bestseller list. The writing is juvenile and the plot is weak! It's only saving grace is that it is a quick read. But for me, it's still three nights' worth of reading time that I will NEVER recover. If you like totally cheesy lifetime movies, this book is right up your alley!",book
2640,"Well written tragic thriller about how people delude themselves about the causes of the sadness and loneliness in their lives. Rachel, the main character, drinks a lot to combat her depression and isolation. Unemployed, she rides the trains, observing the activities of her ex-husband and the neighbors. What starts as curiosity mixed with drunken fantasy evolves into an investigation that eventually gets her back on the road to peace, health and sanity.",book
3394,"This was a fascinating read. Rachel used her imagination to occupy her mind when she was on the train.  The characters living in the  the homes along the track soon would become people she would know and interact with. Rachel who was presented as a pitiful character whom others disliked would be a heroine,.",book
527,"The novel is perfectly paced, even though I know some who said it was really slow in the beginning. I, personally, prefer when the author takes us into the minds of his/her characters, showing us who they are, what they want, what they dream about. I like a slow burn. I don�t need to jump into the action on page three. But it is just me.The main female characters are drawn beautifully. One is an obsessed wreck of a woman. Another is a manic, complicated and a very unhappy girl. Finally, the third woman is a mistress who becomes the second wife, and who gleefully gloats about it. What�s not to love about this assemble of women?The story is twisted. The plot is tight. The main narrator is unreliable because most of the time she is drunk and cannot remember anything. Important details are presented to us methodically. Our fist impressions of each character are slowly warped by each unexpected and twisty revelation. You will question everything and everyone.In the end, however, you will be greatly satisfied. The ending is immaculate.",book
1731,"The real shame is that Alfred Hitchcock is dead and therefore unable to film this book. It echoes some of his classics - you will find touches of ""Rear Window,"" ""Spellbound,"" and ""Suspicion,"" mixed with a heavy dollop of a famous non-Hitchcock work, ""Gaslight.""Other reviewers have given summaries, so I won't attempt to do it here; I would be too afraid to leave potential spoilers. All I can say to those idly picking it up is to stay with it: for quite a few pages I just wasn't, as they say, ""feeling it."" Suddenly it snapped on me like a mousetrap and I couldn't escape its grasp.",book
1445,"This may be the buzz book of the year but if you are looking for Gone Girl you will be disappointed. The characters are not well developed and by the end when all is revealed, I just didn't care that much. I don't mind unreliable narrators, it can make a novel all the more interesting, but I do not enjoy spending time with drunks which is how the main narrator, Rachel, is described. I don't think that she ever becomes sympathetic which is fine but you have to care about some character in the novel to keep reading and I don't know that any of them fills that bill. If I hadn't been reading this on a plane, I would have given up on it.",book
3869,I loved this book. It was full of suspense and had more twist than I am use to in a thriller. Even the last few chapters after everything is said and done have twist in them. Loved this book and would recommend it.,book
2984,"Number two on the best seller's list, so naturally I had to read it.  I hate stories that jump back in forth in time trying to keep up with what day it is and who is talking.  The storyline was good; just not told very well.  All the characters in the book are morons, no one to actually like or care about what happens to them.  As like others, I had to keep reading just to see who did what, and I had it picked out from the beginning.",book
84,"Put aside plenty of time to read this book.I am always looking for books that are character driven.  The main protagonist is damaged, broken and an alcoholic.  She is not someone that welcomes warm and fuzzy moments.  Her life has been spiraling out of control for some time.  Her choices and habits come back to bite her on a regular basis.It took a while for me to engage with this character.  As an addict in recovery, this book cause me to squirm quite a bit.  I've lived her story in many ways.  I had to overcome my comfort level to continue to read this book.  I am glad I did.There are so many layers to this book.  It is the proverbial onion, complete with aspects that sting the eyes to near tears.The plot has so many twists and turns.  It is very much like that rollercoaster that you avoid at all costs.  Your friends and family tease you, prod you, yet you steadfastly say never.  Next thing you know, you are on that rollercoaster, unsure the bar across will hold you in.  After wards, you are asked whether you enjoyed it.  With a wry smile, you say quietly, ""Yes, yes I did.""The many reviews of this book may not do it justice.  I suspect the intrepid reader will find within its nooks and crannies a very satisfying read.",book
2673,"As an avid reader, I had to delve in before the movie release. We all know it's hard to reproduce a great book, and I imagine the screenwriter's had a heck of a time with this one. It's quite hard to follow at first, but it does come together nicely if you can keep all the stories straight. It's a twisting, turning, unsuspected ride.",book
1370,"I hesitated to read this book, since some previous reviews made me think it was a take off of Gone Girl--which I really liked, but felt I didn't need to read this book..  However since Emily Blunt is starring in the upcoming movie and I love her so will see the movie, I decided I wanted to read the book. It was cold and rainy today, so I started the book this morning and couldn't put it down--finished it all today.Well written and I couldn't figure out the ending until towards the very end.",book
4048,"A. Book with a slow start that can only pick up as more lives are involved. In our book club someone called it Hitcockese, but I'm not sure I would. I gave it five starts because I thought it always had a story with a purpose.",book
3689,"Excellent story, well written. Unexpected ending and great characters. It goes to show that you cannot even trust your own shadow and that memories can also be lies or constructed as such. Five stars. Hoping the movie does it justice.",book
1791,"The Girl On The Train was an easy Summer read, easily finished in a couple of days. None of the characters in the book are likable people, but that lends more to the story than detracts from it, or it could have if the author had provided a little more character development for a couple of the characters. The main character, Rachel, is a divorced alcoholic who wastes her time daydreaming about the lives of strangers while in denial of what a mess her own life has become. Her ex-husband has moved on with a new wife and has a child, but she is in denial about her place in his life. She spends her days riding a train from her flat to London, and each day, she passes by their house -- her former house. When she interjects herself into the lives of strangers, she ends up embroiled in a missing persons case. Because she drinks too much and lies too much, her sincere desire to help comes across as attention-seeking and unstable. Her constant lies hurt the victims and only make her look more insane. When she starts telling the truth, nobody believes anything she says. The ending was somewhat contrived, but there had to be an ending, and better this one than one of the alternatives, I guess. The reasoning behind the perpetrator's actions were hidden from the reader for too long. Everything that could have been discussed throughout the book was shoved into the last few pages. By the end, I was satisfied and enjoyed it, but it could have been tweaked for a bit more suspense.",book
705,"I found the main character, Rachel, so pathetic at first that I wasn't sure if I would be able to finish this book.  Since it was was selected by our book club, I pushed myself to keep reading.  It did get better but was pretty predictable. The story is about a women who watches a couple from the morning train while she commutes into London.  She watches them out on their back patio and has made up fictional names and fictional lives for them.  One day she sees something that doesn't look right to her and this puts her in a tailspin.  Her ex-husband happens to live a few doors down from this couple with his new wife that he left Rachel for in her old house.  This complicates things because she cannot let go of the fact that she is still in love with her ex so she ends up stalking him which puts her in a position to stalk the other couple as well.  There are lots of twists to the story but I saw a lot of them coming before they happened.",book
2327,"I ENJOYED  THIS BOOK.,  SINCE MY STROKE I HAVE A HARD TIME FOLLOWING A STORY LINE, II WILL ADMIT I HAD TO GO BACK AND REREAD SOME PAGES,  BUT I REALLY  ENJOYED  THIS NOVEL ANDI IT WAS FAIRLY EASY FOR ME TO FOLLOW.!",book
2735,"I know I was supposed to enjoy this book, but I did not. It took me over two months to work thru the first 80% bc it was just too slow, finally I got hooked and finished the last 20% in one night. It was the first book I considered quitting, but I'm glad I stuck it out.",book
3210,"It started out interestingly enough but went downhill quickly. I started skimming because the plot moved so slowly & story became grindingly repititous. Typical Hollywood or TV's Lifetime movie ending. Really disappointing.  No creativity here. Probably written in hopes of selling movie rights. The hype was just that, hype to sell the book. Interesting characters and format but just didn't hold my interest. Couldn't wait to be done with it!",book
4051,"After enduring my wife's prodding to read this book hovering atop the best seller list for so long, I read it, and marvel with great admiration at the superb marketing that propelled a middling story of totally screwed up people to make so much money. It's not that there is anything wrong with it--after all I kept reading,but wonder why. I still recommend it if you have nothing better to do.",book
3109,"I found this  book to be very interesting in how it was written.  Instead of chapters,  it's written by the perspective of the characters themselves.  It was suspenseful and I enjoyed the ending.  It kept me guessing.  Would recommend to those that like suspenseful books.  You won't be disappointed.",book
2746,"Although I did figure out some of the plot lines, I still found it very compelling and it definitely was hard to put down.  I know the movie is coming out soon so I'm glad I got to read it before seeing the movie--although since I saw the trailer before I read the book, it kind of ruined my own image of the main character.",book
3894,"This was the first time I ever read Hawkins, but I was certainly intrigued. At the time that I read this book, I was on a big psychological/mystery binge combined with a bit of  contemporary chick-lit. This book balances all the genres beautifully! I love being unable to predict the end of a book, as it keeps me humble and engaged.I recommend this book to anyone who is trying to branch out of being ""stuck"" in one type of genre. This book will make transition easy!",book
4397,"I didn't dislike the book, but I was definitely able to put it down. For me, it lacked suspense. And it took me a long time to get the women's perspectives and timelines straight. Hoping the movie adaptation it better.",book
4807,"I really enjoyed the book - it does have a sort of 'Gone Girl' feel, but I liked that book too.  I think the characters are interesting and although I did figure out a portion of the ending, I had to keep reading to see if I was correct.  This was a book club read and I think there is plenty to discuss at our meeting.",book
4025,Well written and liked the idea of telling the story from the perspective of 3 different characters in the story. There was something about the setting and the description of the street that evoked life in Britain for me even though it is 15 years since I left the UK.,book
996,"I've read other excellent reviewers who found the changes in POV and changes in time confusing, but for me they worked quite well.  In fact, the story and the suspense wouldn't have worked without these jumps and I very much liked trying to figure out who thought what when.  All 3 female characters (the 3 POVs) have their perspectives, their differences, and their psychological limitations, so being inside each separately adds to the plots tension.  It's hard to believe that this is a first novel by Paula Hawkins and I look forward to her next.  The Girl on the Train is a fast read and I recommend it highly.",book
3365,"I got so annoyed with the main character, her stupidity at times was SO annoying - I continued to read this book more out of curiosity. I did want to know what happened.  So the author did capture that for me. I didn't have any attachment to the main character and am unsure what the author was hoping to portray with this quirky, insecure, girl, whom you wished to shake at times - though I guess I've answered myself - it generated a reaction.Its a readable book, but not what I expected from this author.",book
4124,"The author writes very well.  It was a little tough to read, not because the writing style isn't great, but because the character is not in a good place and she made me a little uncomfortable because of her bad choices.  It was essential to the story to be written that way.  Interesting story and the plot is carried out very well.  I enjoyed the book very much.",book
2321,"This book failed to deliver anything even remotely entertaining.  The characters are all so dysfunctional and flawed that it's impossible to connect to any of them.  It's a pain trying to keep the time-line straight as it jumps around too much from the perspective of three different unlikeable women.  Half-way through the book I was praying they'd all get hit by the train.  The ending was predictable, there were no twists or surprises.  Just dull and boring from start to finish.  I wouldn't recommend this to anyone!",book
1396,"If you would like to read a story about vapid characters who are self absorbed and justify all their actions where even the ""hero"" is so unlikeable go ahead and buy this book. I was interested when ads for the movie were released and as I read it I kept hoping for something redeeming to be revealed and it never came. I read one review that said ""you don't have to like the character to care about that character"". Um... yes you do!",book
2206,"Having read Gone Girl and hearing the hype for this book, I expected more than was delivered.  I thought that the plot was over-complicated; it was difficult to distinguish characters and motivations because, especially at the beginning, the reader had to decipher ""who was who.""  I never was able to sympathize or identify with any of the characters.  They were all significantly flawed; I could not understand the motivation of any of the three women--they each found a way to manufacture their own dismal destiny without finding a way out of the mess.  They each allowed themselves to be manipulated by the males in the story; are women really as desperate as this??I also thought that the plot was bogged down by repetitive reflections.  How many times can we go to the ""underpass"" without becoming suspect of the events?  Once it was established that Anna was not available in the scene, the predictability of  the final event was obvious.I kept wanting at least one of the characters to be redeemable . . . someone whom I could feel controlled his/her own outcome.  But, not one really stepped up to the plate.  Circumstance ruled each one; human will did not stand a chance.",book
2917,"I began reading with a bias toward not liking it because I'm a sucker for negative reviews, but I ended up really liking this book. It had a sublime redemptive quality, and I did not find it at all predictable. I also disagree with the simplistic ""unreliable narrator"" take. I'd say more, but enough's been said already. Just don't dismiss this book because of the negative reviews. I almost did and am very glad I didn't.",book
906,"At first, it was difficult to get into the story. A bit confusing and a lot of back and forth between characters and dates. Fortunately, for me, there were only three character's point of view. I finished the book in three days. The first day was arduous, but once I started again, the second day, it was almost challenging to put the book down. Finally, on the third day, I couldn't stop until I finished it. Surprising twist at the end and at times I suspected it could be..., but then thwarted the idea of it being so. Definitely a great, suspenseful read.",book
2719,"Every one of the characters is messed up. There is this range of emotion you feel sorry, sad, mad and you just want to shake each one of them until the get their act together. About 3/4 way through I pretty much figured out the murderer. I do recommend this book it will keep you guessing for  a while.",book
531,Not my style.,book
3345,"If this is a best seller I will be,very cautious to read another highly rated book. I found so much lacking in the continuity of the plot. I did not get involved with the characters, fortunately, because the author moved too quickly. I value my reading time highly and felt this was a waste.",book
182,"I do find myself agreeing with several other readers that the main character was a touch difficult to connect with. At least at first.As the story unfolded and the end grew ever closer, it became clear why she'd fallen into her drinking habits and why her life was such a mess.However, I will say that if you've spent as much time reading these sorts of thrillers and studying them as I have, you may not be quite as shocked at the big reveal as others. I had it figured out several chapters ahead of time, but reading the characters reactions was still enjoyable.Overall, a fairly decent thriller!",book
3737,"At first I had trouble keeping the characters clear......I had to keep back-tracking to see which person the next chapter was about.  Once I had that under control, the book is a great read - not what I expected at all!  Towards the end I figured out the 'who done it' but loved the style of this book.  Will I read this book again?  YES, for sure!  If you are looking for a great read - this is it!",book
2000,Great book with well developed characters. I wish there was one male that could have been a role model.  It's almost like the person who wrote it sees all men as cruel and uncaring of women.,book
1281,"It was interesting... It certainly gave insight into depression, addiction, illicit love affairs and deception in marriage.  The end was a little weak..... And rather predictable by mid way through the book.Having said that, it was interesting to read how the ""girl"" could make up entire lives for people that she just passed by for a few minutes each day, and you came away thinking that she really needed to get a life of her own!  I hope that she eventually did.",book
3332,"Beware, before you know it you will be sucked into this story and won't be released until you read the last page. Even then, you'll be thinking of the story long after reading the last page. In the beginning, it was a little difficult to determine just who was narrating and about whom but the writing was such that you kept going. I would imagine most people who ride a train or bus that stops routinely, fantasize about the people they see or who lives in the homes they pass. This story takes that premise one step further when one of the people disappears. The prose is easy to read, descriptive with good character development and the plot twists and turns may give you whiplash. The Girl on the Train is a really good read.",book
4166,"I read this after so many recommendations. I not only had a hard time finishing it, when I did, I was almost angry. ""That's it? That was the suspenseful ending?"" Gone Girl had me breathless. This had me saying ""Agh, whatever.""",book
3889,I heard great reviews on cbs what a great book to read. I bought it and was very excited. I kept thinking thinking it would get better but instead worse. I hated that I spent 10.00 for it. I would not recommend it to anyone.,book
2312,"Outstanding psychological novel. The author takes you on a wild journey through the eyes of the three women in the story. Not until near the end does the terrible truth begin to reveal itself. On the way there, you are buffeted by the stories of the protagonists, live their anguish and their hopes, move with them through the landscape of the tale. I haven't been so engrossed in a novel for some time. One of those books you can't wait to finish to find out what happens but then feel devastated that it's over. A masterpiece.",book
4627,"A great read. I polished it off in 3 nights. LOL. Of course, i had to ignore my husband to do that. Gripping story, great plot. Can totally see this as a movie. Fast paced. Only one or two sections were a bit slow. I wasn't really a fan of the ending, but over all a very satisfying story with lots of twist and turns. Aummer is coming...take this to the beach and enjoy!",book
4794,"I've heard this book compared to ""Gone Girl"". I resisted reading it for so long because of that. It is much better in my view. I found the lead character, Rachel, to be very complex.  The ending was not what I expected at all.  I can't stand books that are predictable and this definitely was not.",book
207,"Well, I'm just a regular reader, no professional reviewer or anything, but I have a lot to say about this amazing book.This ingenius novel is a fascinating look at how everybody is very different, everybody is a little similar, and those similarities and differences can twist together in amazing ways in the end.The characters are very human, being both likable and, at the same time, people we can't help but look down on.  But the characters' complexity emerges as the book gets further along, so that before you know it, you've been guilty of character assassination when you shouldn't have been.  You've been rooting for things you shouldn't have been.  You've been caught up in things in all the wrong ways.  And it happened to you right under your own nose.This book is a great ride! Twisting, turning, pulling you around.  I am an avid reader, and even I was surprised.By the time the ending is approaching, a moral has actually formed in your mind.  You don't even realize it because you've had such a good time.  But a while after you are done with the book, if you take the time to think about it, it's there.What a great book.",book
1789,"I started this book quite a while ago and put it down bc the many characters' narratives were confusing and I got tired of trying to keep them straight. When the movie was announced I decided to give it another try. Once I decided to pay more careful attention to the change in voices and got to know the characters better, I got sucked in so strongly that I couldn't put it down! Another family member had the same experience! Now I'm delighted I gave it a second chance. I must admit to have guessed at the culprit about half way through, but the way that was revealed was terrific. And now I can't wait to see what they do to the story in the movie.",book
1108,"I had high hopes for this book. I wanted to like it. The plot was right up my alley. What a let-down. None of the characters were likeable, except Evie, and I'm not sure if she even counts-- she was more of a prop. The writing was decent, which saves it from a one-star rating. If you want a book that focuses on three women, read Liane Moriarty's _Big Little Lies_.",book
2195,"A very dark story  -- you'll read it quickly. The red herrings keep you guessing (and worrying) until the end. You don't know if you'll ever know what really happened until the very end. You do get answers and come to understand the characters. If you've ever wondered if you are alcohol dependent, this book might get you to sober up! The characters are well written and you learn about them because of what they do -- not because the author says this one is selfish or this one is generous.",book
1882,"The book is well written and edited. No complaints there. But for the most part, it's painfully boring.  The entire story could be told in fifty pages, but the author takes three hundred before making it interesting.The main character is another issue. Pathetic and uninteresting. A loser from beginning to almost end. I would not recommend this book.",book
372,This book builds on events slowly but keeps the reader engaged all the way to the end. I would recommend this to all my reading friends!,book
3678,"Enjoyed the different perspectives, as the author switched from Rachel, to Anna, to Megan, in viewing how difficult life can be for people with significant personal problems, particularly attachment issues, arising from early childhood traumas.  Good exploration of the role of excessive alcohol consumption as a 'mind altering drug,' designed to avoid dealing with reality, and yet perpetuating continued dysfunction and unrealistic fantasizing.  Surprisingly realistic and uncomfortable portrayal of people's search for love in all the wrong places.",book
4220,"Definitely didn't meet my expectations. Was looking for a jaw dropping experience, like other reviews had conveyed. Ended up disappointed that my predictions were accurate. However, I did enjoy the way Hawkins gave the reader multiple POVs.",book
4546,"Should have been a short story, didn't like one character in the book, I don't know who hypes these books, but somehow they become best sellers, HOW?",book
2253,such a long drug out and very boring.,book
1614,"I found the book okay but nothing special.  Disliked the idea that the main character was in some type of stupor due to alcohol in the entire book so it made the entire story somewhat boring.  I prefer my main characters to be in full command of their senses and have a little more realistic goals and have a stronger character. Nevertheless, it was okay but perhaps my gender had something to do about my analysis of it. Uper",book
4187,I only gave four stars because of the uncomfortable feelings I had  reading about all the drinking. The story was entertaining other than that; well written. Recommend to friends that love mystery plots.,book
4829,"This book is written from the point of view of 3 different women and goes back and forth on timing, if that annoys you then you might not enjoy this. I typically don't like that but I loved this book. Can't wait for the movie",book
1673,"I must be very slow I did not realise that the book was in three voices. I thought what a bunch of losers, who needs this much misery. But then the story got me in, I wanted to know what happened, to work it out. I gave it 3 stars because it redeemed itself after a bad start",book
1301,"Character development of Rachel was authentic. I wanted to scream at her, ""Don't do that!"" when she was in the depths of her alcoholic drinking and loneliness. The end was a bit pat, but it was a compelling read.",book
2320,"Reading this now! DIfficult book to put down once you start reading.  Not the usual form of writing that I enjoy, more descriptions from the characters than dialogue.  There are several characters and the book seems to individualize the characters in way that you can still keep track on who is who.  Looking forward to finishing. Will update at completion.",book
2585,"Despicable characters who descend for endless boring 323 pages ever lower into banal destruction of self and others.  Incompetent writing that brings no value to readers who are faced with indistinguishable characters babbling the same incoherent nonsense.  The very most boring book I have read in at least 10 years.  Do not waste your money - or worse, your TIME - on this junk.",book
2434,"Started off annoyed by the weakness of the female protagonists, but was very glad I finished it. Wonderful twists and turns. Can't wait to watch the movie now.",book
3821,"Finished this book in 2 days of almost non stop reading. Told by an alcoholic, rejected ex- wife, Rachel, the story and the solution to a murder are revealed through Rachel's obsessive watching from the train she takes each day to and from London. Two other women (Anna & Megan) also narrate their thoughts and struggles as they seek love & family. As Rachel tries to remember what happened on a Saturday in July when she blacked out after a drinking binge, the reader is kept guessing as murder suspects keep changing. A great read - very engrossing!",book
4768,"I had trouble putting this book down.  At first, it was hard to follow with the different view points, but once I figured out the flow, it was riveting.  It leads you down one road only to push you down another at the end.",book
4097,I really enoyed the book. It was fast moving and kept me wondering what was going on.  If your looking for something to read I would recommend this. It's not to heavy in details but not skimpy. Good for an easy enjoyable story.,book
2726,"I absolutely loathe having to push myself to finish a book and that is exactly what this book is forcing me to do.  I'm sad and annoyed that I spent the money on this one, which is why I feel the need to read to the end.  All of the characters are annoying, thin, shallow, and fairly bland.  The main character is amazingly stupid with her constant whining about messing up and then doing the same things over and over.  The worst part is having to read the same scenes and thoughts repeatedly . . . talk about boring!  I saw the ending after the first couple of chapters, but kept telling myself ""no, this has to get better than that!""  It didn't.  I'm honestly surprised and appalled that so many people enjoy this book.  It's nothing new or interesting past the free preview section, in fact it's just more of the same contrived garbage all the way to the obvious and bland ending.  Where are the good and enjoyable novels anymore?  Not here, I can promise you that!",book
2305,"I'm only about a third of the way through the book and can't seem to make myself pick it up again. I don't like Rachel or Megan. Utterly selfish and self absorbed people. Haven't read much about Anna yet. I can certainly see the twists and turns coming, but I don't really care about any of these women. So far, none have any redeeming qualities, which is what they need.",book
3344,This books delves deeply into the thoughts and actions of intimate relationships and a resulting murder. It is definitely an edge of your seat thriller.,book
2127,"Suspense lurks just down the street and across town!  ""The Girl on a Train"" allows a view into worlds unknown and yet known; the character's lives are twined together in ways unknown to each other until the final pages play out.",book
1434,I really expected more from this book with all of the hype behind it. I spent 3 days reading it and struggled to concentrate on what I was reading. Hopefully for once the movie is better than the book.,book
4372,"I haven't been able to finish a book in years, but once I started reading I couldn't put it down.",book
2991,"I definitely would recommend this novel, it's a great read. However, I do have to admit that there were times where I felt annoyed with the repetitive nature of the storyline. Ultimately though, the story came together beautifully. My mouth is still agape.",book
3779,"I didn't particularly like The Girl On the Train, although it kept me reading to see what might happen in what was a not very satisfactory end. I didn't like it because I am absolutely sick and tired of reading novels with totally dysfunctional characters. I know a lot of people are dysfunctional in the real world: I just don't find it enlightening or entertaining to read about them. Nola Shelley.",book
823,"Interesting style but used to the point of the story being over-written, over complicated, and self indulgent.",book
1810,At first it threw me off when the author would switch the character who was telling the story from time to time but I quickly came to like this change of perspective. I began this book without having read much about it and I'm very much the type of person who will read the first few pages and either decide it's a book I'll like or move on to something else and it didn't take long to decide that I would enjoy this novel. A great page turner and some jaw dropping moments. I would recommend this book for sure :),book
3747,"Very good book, keeps you guessing! One of those books that you start reading an  don't want to put down. I love  nurse  mystery books an  this is one I would recommend to someone who also likes them.",book
473,A little boring and frustrating in parts,book
1773,"Looking forward to seeing the movie and doing a comparison.  While it goes back and forth in time (before, during and after the crime), it was not confusing to follow the time line.  I only gave it 4 stars because I figured out who ""dunnit"" about half way through, but still enjoyed how the author worked it out.  The narrator was also very good, subtly changing her voice for different characters.",book
426,"I have no problem tossing a book to the side after a couple of chapters if I don't like it. This one I wanted to throw across the room! I just can't understand the good reviews, but I had to keep reading to see if I could figure it out. I never did.I tried skimming once I got halfway through, but it wasn't easy. The book is told from the point of view of different characters but they all sound the same. Not to worry, you know you're reading about the main character if she is constantly worried about her next drink.This trend of going back and forth, writing chapters from the perspective of different characters and at different times (which she also does) can be the mark of a lazy writer. It takes time to create a single narrator, and I don't think this writer had the skill.",book
2193,"The story is set in England and involves 2 married couples, who live on the same street, and the ex-wife of one of the husbands.  She is the ""Girl on the Train"".  The ex now lives north of London, which has her commuting into the city via train.  As it happens, the tracks run right behind the houses where the couples live (and where the ex used to live).  The ""Girl"" rides past the houses every morning and evening, and she can observe some of the activities at the various houses, as she is able to see into the windows and backyards.All of the characters have issues; the ex is still not over her failed marriage and she had, and still has, problems with alcohol.  This causes others to dismiss her observations and input.Suspense builds and then one of the wives is found dead.  Most of the main characters could have been responsible, as well as some minor characters who are introduced along the way.The story is told from the first-person viewpoint of the 3 women and it toggles back and forth, which seems to be the current style.I found the story unique, engaging, and suspenseful and I felt the ending was not predictable.",book
2931,"This is an amazing debut novel.  I was disappointed only that this WAS a debut novel, because I wanted to read other books by this author.  It is a suspenseful page-turner in the same vein as Gone Girl.  The author's style of writing is captivating.  I've started and stopped several novels lately due to so much extraneous fluff.  I was finding myself wishing this book was longer.  Keeps you guessing till the end.  I definitely recommend.",book
3915,"Good thriller, could not put it down. I was worried I would be confused with the changing of the characters, but it is important to know what is happening to the characters.  It's easy reading with a surprise d ending.  I give it four stars.",book
4878,"A real page turner in the manner of ""Gone Girl.""  Enjoyed the psychological insights to those afflicted to alcoholism and unrequited love. I also enjoyed the England-English (as opposed to American-English). ex: ""Would you like A coffee?"" instead of ""Would you like coffee?"" Kept me on my toes looking for these little nuances. :)",book
271,I'm about halfway through the book and I CAN'T PUT IT DOWN!! I just know something disastrous or crazy is about to happen.,book
3538,"The raves about this book aren't off track!  I can see why this is one of the Best Sellers for late 2015 and 2016 since it is such a great book!  The author keeps you on the edge of your seat by alternating between characters involved in the plot of the story.  Ending threw me for a loop, LOVED IT!",book
3203,"Loved the idea of imagining what people are like and their lives as you glimpse a second of their lives as the train you are riding on flies by.Sometimes we all look at familiar landmarks on our way to work and think we know what happens inside them.  The book moved a bit slowly for me however, but the concept of telling the story from the prospective of the different characters was interesting.",book
1333,This book was just painful. I tried several times to read it. When I realized I was forcing myself I quit. Books are meant for enjoyment.  I could not get into the main character.  She was such a mess and she was just depressing. Nothing to draw you into her world. Not sure if it was the character development or writing. I finally scrapped it after numerous attempts and making it through only 7%. I don't generally like reviews that haven't read but this book was just so blah I felt compelled to warn others before spending money. There are so many other great thrillers to read.,book
343,"This story moves, propelling the reader onward.  The author is a good and descriptive writer and gives an immediate impression of the gist of each of the characters she follows.  If you are looking for a suspense read that will pull you in and make you want to finish the book in a weekend, this does the trick.Rachel, the ""Girl on the Train,"" who imagines the lives of a couple whose house she passes every day, is a drunk.  Daily, her train also passes the house she used to call home, now inhabited by her ex-husband and the woman he left Rachel for.  Twice daily on her commute, Rachel alternately mourns for the life she lost (and curses the women who supplanted her) and imagines the perfect couple down the street from her old home whom she views from her commuter's window but doesn't know.  Maybe due to her reliance on being drunk to cope with a life that has severely disappointed her, Rachel often is hesitant to act when contemplating a decision.  This does make some of the chapters repetitious at times, but the author's strong sense of place and use of description largely mitigates this criticism.Comparison's to Rear Window are obvious.  As with the Hitchcock masterpiece, Rachel gets involved when she witnesses an incident from her train that is out of sync with the imagined life of the couple she views every day - the couple about whom she has constructed a vivid, if alcohol fueled, perfect life.  There are a lot of plot twists, though this is the kind of book where most of them are revealed by the three protagonists and not pieced together from a well laid foundation of clues.A good book, quick read and pretty good freshman effort from this author.",book
4939,"The book is good, however at times confusing. It does get you thinking on which character did what and how they connect. There were a few times I thought there were more psychological issues than just an alcohol issue.",book
3693,"I really enjoyed reading this book. It was not hard to get in to. I am a rather slow reader but once I reached the halfway point, I read on my Kindle, I had a hard time putting it down. I can't wait to see how they did with the movie.",book
4804,I love a book that  keeps me in suspense up until the end <f0><U+009F><U+0098><U+00B3>,book
232,It was difficult to get hooked into this book and understand what was going on but stick with it. Once you do you are hooked and can't put it down. What a surprise ending!,book
